TV Ad Budget ($),Radio Ad Budget ($),Newspaper Ad Budget ($),Sales ($)
161.75519291016334,16.451032915238006,21.640392964468518,13.42062018025715
137.11360503442677,39.278968495945094,19.140077495513637,16.599251788807468
121.19147216358505,22.692272101656695,33.872078990924095,12.728206522194114
20.105123642206635,20.701035419181416,12.642828122604467,7.748642936370126
85.24082522256273,36.383530468489816,54.968501852015876,13.642263690637089
107.49471010220958,32.94891329705316,30.558509588342368,14.038501605861313
237.8009214235405,0.0,30.351451832245612,13.790274807269594
176.54358583473518,45.18591281329381,23.412905294110228,19.51295416341862
0.0,43.75395298070751,33.93383906143577,11.152616743219772
174.86648169429415,13.976389942959429,48.52350226071957,13.52621814264104
113.98155489645384,29.140419532198536,11.669099814405786,13.636951995290119
88.92587861897192,30.598771903006917,16.22113051685013,12.760508350764225
199.55750065036983,27.13417365842085,23.939265980482745,17.1623370316757
235.55817664492474,15.093724392194881,1.2427874600842763,16.563456539410414
226.99684342197784,13.292536017967999,12.711693704145773,15.820173174737837
74.99212044163173,22.884603584315748,20.18256615968074,10.664372602366626
120.49530761217564,40.67528396429929,49.596990432049104,16.070369842810802
175.48286892220892,31.334727763399364,36.272223631191565,16.83970522488882
230.79718187982007,17.761559733564365,34.770121277836985,16.813753968445067
105.9033617480145,34.721263498491425,49.085384090328006,14.280593822703043
131.10289034352064,0.0,27.562231906539747,8.910171040370347
52.05895569823876,40.31950514155244,39.057785917372,12.88226382509427
44.343093814719666,0.0,28.305972580595476,4.938868086672596
216.8012839677965,17.882908505356752,36.33322599239412,16.194492838404376
263.4814519126571,6.6404747341847035,17.862320155510805,16.230421381412476
140.86012600477676,4.042111186051198,0.0,10.147362385162145
233.20005056540634,40.49857379879387,27.629585040229966,21.21773830497004
178.09048475442358,16.32012951265748,61.53949220483566,14.102124761354057
91.65623613671613,28.40847701085768,50.72569406021954,12.436727616847588
178.06984371848864,22.56737911894539,51.57902577537479,15.289308120248755
279.0894548383391,30.346534131023365,57.475222297067155,21.37292177035892
143.96668277202707,24.40455995712404,32.484840058005986,14.09476286996272
281.3737861748774,4.215659272964029,34.85126397707137,16.574481304351107
0.0,38.055383356880235,17.102393559140335,10.0957278232335
217.6063118384452,15.933290230326916,23.670369111237864,15.876910713022985
154.51585956703988,0.15372558352028065,43.96464639416694,9.993621771893956
121.37145227320886,16.907855899714345,56.7729426904981,11.622147676930934
154.92055139311847,45.54549423081455,27.51705243459938,18.586917525153282
0.0,35.88707996258877,20.74949869522777,9.683153701420059
128.18273782985625,18.08762829158259,30.56549821575617,12.183476295828553
177.70212710559397,18.078637510677535,43.647453830488175,14.434446119192103
273.9259645656334,18.488745770208272,0.0,18.960697571687177
102.54680620535527,54.097081018920996,0.0,17.83083119775352
77.62989915811681,28.934522776895584,18.56406669728789,11.92736015977869
103.96453220742356,29.648746273651092,3.9685669231421485,13.282350601872045
225.63364973636118,38.56042183937477,19.48740730262716,20.514512284709397
175.2671754575108,26.80925707740446,27.33554846907826,15.98591876325997
101.56034227555078,19.418050692414756,20.68287475422408,11.22618951293241
191.10868349526032,20.348831258865808,62.18673971350244,15.45675770478041
155.3770188625988,22.200949764706046,37.670050339246316,14.196126569226408
230.20477592246255,22.711368557428166,37.09791714966218,17.71741518912453
86.76826777264142,34.06697698532098,44.104813473141405,13.286697691129895
118.91131663454514,24.035230654068034,5.751785329499818,12.906218620457112
113.37835395998957,34.14136742123323,53.18442162706576,14.509103650884436
21.393541792664635,22.065616337774948,28.903958330443015,8.048000590439399
172.46568024473817,24.431481665154713,45.156143142475116,15.39093854641686
169.45520102898485,0.0,7.210427728590247,10.686465796522336
147.48151191496785,36.86854212915016,0.0,16.639155344832126
126.90220081477327,28.40824828339904,48.36650874987619,14.052151210426086
25.526925838796927,38.08126565697345,38.75168034888587,11.24637713986779
110.92831705454208,0.0,10.908561220847613,8.004166914054405
117.61900690956125,54.26970073021717,11.613937495656966,18.541099736957683
78.163597738168,21.191539427807793,55.064417448253934,10.454131044321812
133.19543839640832,39.71697881241107,4.65024936441273,16.517549470029763
181.73197774419646,7.82471513880043,66.32915141065814,12.662166543227027
308.9795500963767,32.36173723659971,10.939722500792183,23.169037915325795
162.0307447982045,7.624140150354425,44.45729569419944,11.745424094586284
169.1542921081091,14.0030212705323,23.397142816129552,13.295891039199656
140.65100275513174,51.681258268064056,43.69059035610496,19.073872455610235
0.0,20.43297478261287,18.703947455023787,6.771713235563231
144.7661714715589,26.492184376725447,27.00859502345024,14.530612620110949
152.2135186775734,36.1817295678781,31.445163205968417,16.693605034773334
358.52227042614516,30.623294402812313,8.72773939141144,25.11088920633435
130.52749627191778,25.49724078115491,46.68813252685178,13.670990581700307
172.93161678884243,28.682506360359298,19.37691632662931,16.24045349333099
144.06234752081735,58.94705256506255,25.57540912009131,20.61860613557085
46.706539582169654,22.408544715481966,8.89844198937891,9.291848836555197
245.15867998344092,26.24967917208657,0.0,19.107341897625787
211.5991362812758,38.86286532762783,26.393678788699564,19.9220822196393
214.9559437140756,39.67753256593309,83.09743649648058,20.170464795779743
68.96773455423968,40.88761243298423,47.641599294410256,13.754287725131274
267.4783342723165,32.74710572151919,30.134535492558644,21.322488529220756
26.687647576726462,6.2940241732671325,24.82860030874827,5.321093082641786
197.42666761420855,47.51524626241125,31.04327616135245,20.899893814956265
335.1023949356097,6.244428699871406,42.469499762908995,19.407932102852023
62.00076026372925,27.757171002344975,4.83752541411998,11.004373200607725
98.42344089808769,12.065410388570138,54.822389680333565,9.66101742347761
155.5979918473375,22.311750207258875,46.134018423958544,14.218347220837595
103.8169822127049,28.145072770073067,46.19509461183246,12.948300708922831
13.91147534436206,28.03512925517515,40.10339686242821,8.81939950391343
152.92892184144975,29.528176925596462,30.98122375003649,15.472432148667941
55.83922592355452,47.2224632771468,45.207989735061204,14.350300572100041
187.70241645670458,29.997537229425035,43.4428956256323,17.13938840913324
68.10603452043766,19.63905302674432,22.843481595014378,9.734588938829168
280.11093468098227,37.57761821677011,18.06174447577391,22.8238370472395
79.79688674533492,40.92384136974826,32.77228963452743,14.272137083118896
119.39215447974033,5.037941025487669,64.28952255064488,9.285932163798474
216.88639942630206,32.133484838890716,3.56795682100287,18.919043253241163
41.3675841052914,33.67417790462084,0.0,11.180655519449207
166.57089897767645,18.846131447821964,34.14226389032615,14.0795866238196
259.2662429234834,43.68885653959279,31.662263964066007,23.007928539380288
9.033254507727548,21.036153333510104,34.3291423838416,7.282623156797122
162.89409892216574,25.128409641712025,35.86696419959434,15.093927822476505
169.35453883158277,20.69443565108599,25.69296272600515,14.564205828692263
214.16530558996925,23.495299146588508,63.00117093049258,17.104294517727595
40.8450413583796,6.987812980279159,0.0,6.125560705229982
33.67570589667939,1.883839342149166,12.510477431466768,4.822226840034541
191.8533945170462,46.937312404136016,28.305253728941274,20.538717746784066
172.5398923176677,10.689326481927221,0.0,12.850375270771902
168.54837236878979,8.544986968908635,26.72413360308967,12.235706308136177
176.7865464490301,0.0,66.73852877390819,10.960222229715418
88.65949685362067,13.7774568611827,31.00887890924599,9.56165248822457
166.98246380107187,3.62033831434238,35.578347552751005,11.226412778188037
172.20401337997956,47.642685746920804,3.1093493852402148,19.798595409332584
85.71240454487452,38.25656162830422,17.13049859481016,14.056224612495464
307.22714579015405,13.047163140631701,22.382740292938763,19.435590721131952
187.72306356574376,56.70548458351688,23.63460337307138,22.196134048670913
44.764048028387364,37.840084841112564,58.46643426143255,12.060833473143559
203.41040866905448,18.441290434616608,42.69974215656609,15.680330716365045
63.361949552494224,0.0,6.347978577909146,5.8320405424837265
214.61704756953026,57.27718720881582,35.92253410435471,23.52196215446699
246.51283863350943,2.6332827495028397,41.40458255401736,14.673957904713365
76.58344630076562,0.0,55.38487360936101,6.386242216138286
229.75242186028342,38.44590807323955,64.97599633263115,20.63422305377474
182.48149124749293,59.486538414017645,8.446648480794089,22.49632487314227
217.61984724123806,43.81603438418291,12.894641709281768,21.145444125192483
309.8902129732313,31.63625109811861,3.165688635777215,23.0820036710996
125.97489069981947,32.094204217402364,25.457370219824515,14.728394598219479
82.33105722615969,35.93449794918464,40.710642211936566,13.439235511639998
70.67391795340964,34.53166795090294,52.056784077580275,12.629503559244432
77.00173100644476,27.438795413648485,28.89989145379181,11.605899415659922
140.4229916196781,24.811053906319632,23.58816206489214,14.018453653410042
176.3318422652057,22.334691774336275,33.8590797724008,15.184284871613627
170.79757727184025,12.070031623507957,12.365739399415958,13.018113835537303
218.05968613847224,19.096870693252523,76.06127154720213,16.439733908553407
148.15876749782672,0.0,0.0,9.719322835106134
271.8345581520361,21.803970326522705,34.57739502125919,19.45413063359385
124.32058969683328,8.586576478872967,74.625352575079,10.169781204483332
380.58054644491165,6.8792199984391225,30.702091236433077,21.621109401374774
200.7586923295386,25.934854134084553,26.41521191218368,16.98863263610569
73.45189259232731,43.930792318148846,22.769331666146222,14.559039187760483
55.10184240359901,36.89807141262327,26.62531796047304,12.389376096532585
188.4648007537129,0.0,60.45274639872455,11.501194852987968
127.85727322104681,8.571179900972764,0.0,10.406156839053889
208.3424671487436,37.2314503064986,63.95007116154534,19.426506714101983
187.67195485324285,8.67719715014534,0.0,13.16354197075895
140.78982932219904,19.928914487352497,24.74668002589472,13.113610069226555
74.3416720189755,31.43051855116859,21.20564852326391,12.244705113364947
16.986448390837126,8.887174661838484,43.37187850560934,5.346769324775229
108.70729978709811,24.82849003159127,0.0,12.594756048338947
220.56796446764974,3.4579780408053864,40.61948325652784,13.642894289408325
165.42335490209797,14.335609345534161,74.64067174533733,13.134684051421111
40.09054850581599,28.011741354200407,0.8659502170424034,10.053774762030958
161.91081613326193,0.0,34.685538695116065,10.312694460121484
180.12362937548073,29.803644381420973,16.13694114790804,16.78432302125337
71.15959480369912,22.9724413466956,39.82923598365591,10.485155196925245
160.24045157338162,31.466712924981557,30.971012184238088,16.17252453377549
152.03996506905082,26.588410420305095,16.583299835047995,14.89245287406368
48.913657949128805,43.51713265331843,41.179185509830916,13.338968220328463
177.76006058582868,25.12318429499412,69.85021334375082,15.738020768114641
195.18822724856219,16.888697871723906,26.396378703334825,15.028249822788709
240.0270373727252,25.07972769024224,46.2293353175607,18.603960506526704
237.5158704045396,31.33024216289183,2.3882986098090164,19.712932210383734
28.763748519601847,23.989416140459923,9.72413479311004,8.76788843105401
66.52624740108894,23.866657093442015,40.84235720769459,10.440647099414605
191.2604595414441,12.841663367876501,62.8760002658591,14.047662089199093
191.15320044489653,13.422036574413923,38.298768288320254,14.177669892301122
191.26152577356606,2.439787180101689,23.73602785278151,12.127252440333155
477.8158198565585,49.239632045159254,30.53856778738699,34.05742606908837
196.0558688149897,4.796599902893757,3.3218440683169987,12.812173365960703
244.535620823155,12.976568751148724,43.719510083769414,16.53108939630857
228.94759284778445,12.597944417320964,49.769997217634256,15.740049432299749
202.96719842307164,36.550771451595814,20.70809605646675,19.09704429892789
119.97529976782519,18.884938409825914,20.31713028582089,11.968815303328082
212.20322281197053,41.78898845406418,36.34446115280966,20.491066200602766
80.69218140097176,13.264813219912536,21.04284645607209,9.110722096272372
126.71061937317599,27.406173087801854,29.11372286100406,13.874436931504292
105.37198326603794,10.861761704377537,76.2830447126423,9.729825814301252
154.07174171095306,55.112619754476285,25.17412092608253,20.35419316296349
345.7657435715138,5.6319528947491655,22.74984569791117,19.800925402532258
0.0,27.86384896356575,16.45143253797942,8.174993039169834
205.96084455792726,32.67356441146628,46.7614747783699,18.4760473448805
8.584010486080786,29.407596237133248,26.607187444708146,8.848343410197023
106.52515006997848,20.513069485943625,16.411550815638105,11.664277561936782
240.53352188729644,21.33657684394113,59.33017953128525,17.907851263661865
152.56121194974867,23.91446056420091,61.470995576530306,14.365617069119214
54.51354514849922,21.08148933330699,17.47760281926285,9.390043085042452
85.63064630826437,37.57452931594808,0.0,13.941672185502943
205.38884573611722,56.08321318415851,52.49625864057941,22.857341702407204
84.3374306040335,14.98702585070702,15.643706610028921,9.607835980093117
165.62638690236255,2.926796553242095,47.772735149395864,11.020947367465853
150.95503551240716,21.953293274447624,0.0,13.986147801833594
91.09984977377391,61.56445226613428,49.99353899229534,18.662920973817172
331.1091824908869,11.331997049613571,4.17634578193168,20.224072378970355
201.46713354660602,47.59965442787936,46.46903467154698,21.084713661561537
0.0,48.17250384129585,30.86484773261221,11.988830268871514
163.05039280214868,15.044981013190643,9.77851508203986,13.227118171000587
90.22532846376723,31.71158320113269,21.689310473257315,13.024102346400992
220.22751296830018,47.44049392670695,45.50106944854003,21.914273499609592
79.00123723813346,17.635162776166865,32.86023514329941,9.845018253411062
137.19189044036924,20.241481241544527,43.28170871482128,12.988649924078453
190.39779718561056,14.627894469185073,73.59815010003118,14.33381667623284
221.37125103114073,8.198100459170176,0.0,14.615454205181878
43.99196862069827,13.62430018603371,65.77465948553282,7.452515009254786
118.32415185048241,5.092392416351739,32.826728395566626,9.279963553798634
106.26643301892972,23.77003074930674,10.979722995858008,12.272107913477008
90.95141767517899,11.832354367714283,1.5816039487099758,9.330361819064382
298.6142255482498,26.73497482043385,26.435218716433713,21.617782429322723
181.81189551605766,0.1639142427830258,50.62626833338492,11.237824661128172
38.79027101884326,28.176515667854446,27.77615606901057,9.997413776643874
225.84483650690237,35.63924543581778,63.46487025412139,19.92782142376649
329.2385996354692,0.0,0.0,18.006377152008255
235.6840164662913,28.81754651361914,30.290719388524096,19.126430943679885
16.598151893210286,41.49096726275029,3.2785980334750597,11.51738914341719
105.46895347641043,5.3046906238253335,38.473400896487405,8.72581615916428
255.81218919226006,48.09636306070844,49.86918419539619,23.661912720915062
86.28607846592047,29.485095273244934,21.39038843208357,12.424374289714466
185.14627806521366,12.79682351061832,0.0,13.824628495456519
213.54811508069741,22.43600714608511,34.88681625560763,16.90550912148501
67.46159224564607,31.553373128129465,40.06556332376968,11.933435446919365
141.93199601394116,24.392437542660094,39.3589821753143,13.992228838242449
0.0,31.262807412368648,57.467631794693375,8.773244711669257
59.09448136281458,9.594934850013042,7.227928013218669,7.444761661976014
125.35845424467212,25.778467836382347,45.368168648861996,13.48882040079898
39.91502782582185,2.2748506348683932,56.52516896134784,5.1358196254064055
287.1919258508739,21.612647891739016,0.0,20.15675890635424
24.25880417283956,9.843855734291537,37.5155759170309,5.866025080729268
109.26281665004473,12.343727299011405,19.5736586260534,10.246119016782806
158.26713241826758,41.61603949631386,28.778548612776405,17.997943658174286
270.7819175538471,39.46647311248479,38.12591430945235,22.73218729480844
23.767651557008136,32.30775744303885,19.94283384047303,10.096899022241928
246.90503565044708,7.046640822212932,15.838009946412685,15.550482275456666
147.9210516390005,18.566344125653902,31.297792551190618,13.176285783209837
62.77582432780255,41.27463006364012,6.875282939283245,13.58617635896776
186.71604088133887,25.368043973847254,6.90622622106936,16.25935537914646
164.13261814453836,57.69864309675941,45.34981313733216,21.281236490092283
95.51133838821268,29.103514907071222,5.534850286722964,12.7910756969122
153.03530470000638,26.115316584979304,45.06536731726962,14.819261903756054
113.96169539968321,18.67460684277348,40.62860037026827,11.632878008721125
156.78844498504165,25.24665633051547,0.0,14.87400951082313
203.88922340167943,21.000309434136405,15.797576343196223,16.212606207974837
283.20876253276117,33.777154398784866,56.56005592868355,22.209164802376755
40.770795649463864,37.467976735847714,9.185567917481006,11.859058702386273
330.172451415325,11.594564465358676,20.439915655369944,20.213831712153286
0.0,3.4994383695001936,40.617048998442215,3.556498638723691
134.01110658173423,0.0,47.61516487016294,9.022459746988819
197.5520244736534,30.806050293819286,25.07582997469252,17.761636912435936
171.16684221509087,6.882526546779598,17.54105202265878,12.05164334402615
93.58110827214294,0.0,61.53125391007394,7.157757363030661
129.17432313543603,29.03315239141316,68.42483645408228,14.253136889481846
104.71628125232999,60.277088111605366,51.87217834271224,19.0414162717124
96.4430388816333,23.173866334841808,32.41211147757069,11.687912922536473
219.9844392112845,35.71291252426146,12.951087311607225,19.725918575087384
177.69379190012492,24.478904871363994,12.46806614213246,15.673055573055604
87.55327586362446,21.795804189573605,41.93363658136293,11.011391474224094
224.27696029430817,36.90935316122369,39.66613621224716,20.120212576726075
173.42546568479844,18.954349233731744,61.078884323587374,14.385739183642498
216.83015644223696,27.233922662199724,44.71990593972666,17.950059912057707
201.0988033851917,28.04018594098433,0.0,17.428521537730795
75.8697664284166,13.344988522341664,53.46396830837479,8.871504747586929
98.94858459579834,37.99266345824684,8.817616023861156,14.620845531074481
211.2008217708721,20.666405878834365,22.191635255264394,16.47763428048861
199.44537300811785,12.043595831196544,36.003015425675855,14.299662600694644
145.24800961244375,31.22945926862592,74.01688557977158,15.397011512920725
157.11555289280196,9.92461732345104,98.28373706992716,11.89834652162557
256.73544389428184,23.682400265823034,43.76759145891558,19.10773068627008
96.25359018575027,23.128611996945395,26.564230301989234,11.67677820508106
194.01312785023975,39.386084251149214,42.19479585430666,19.1995137023018
129.68340423680237,30.311754079833168,49.88591095536378,14.536723609763298
128.35364653681668,22.892429519251007,23.570301367800504,13.104404597009282
241.37714750785898,35.40522019492837,69.65122744542492,20.58811304465982
217.90799028420696,43.904146195529286,35.56462383046063,21.151722661954437
216.88574853365367,31.545703174906322,41.39415801231656,18.768954557755393
259.12338601353207,23.417703371288095,45.056911792671016,19.165773039844915
148.84576878305978,3.78741778791305,39.73557494317019,10.423579762441449
205.59105155321154,7.450460693389882,48.82496706580826,13.701670869537805
120.40478455876536,18.73238705859374,17.111076888824556,11.963036271778437
174.87355463188447,14.214688643994755,18.39495778732713,13.602726446531047
135.86916745557286,20.488072743155463,6.594158096213544,13.012668954126442
155.37001450007736,24.105070624791647,40.12573065974208,14.552242203778157
198.13925190633853,31.128247245933604,47.51816276727503,17.825971200398318
76.7947881039279,22.21731809500361,40.52366168208577,10.599963959135389
326.6828116290062,30.48699706978003,67.02213580285147,23.56759149379684
60.671645991819545,24.221239333431008,30.432126427716955,10.250363279345539
42.79926390685161,0.0,45.11827095607535,4.8507726157029785
246.47122461233943,9.317866655551663,6.7782605494786985,15.968222738853344
215.01009600919065,21.124759555540603,22.123502353105017,16.738448479283537
200.62583026201293,5.303892991623584,45.701853100901474,13.072987041417889
200.98862383978673,32.17102737355491,49.04627292306435,18.151381648150778
145.99106266990597,45.99076550406832,24.151805307763887,18.265701060797518
70.00941115587109,41.35872464334412,28.994667041461256,13.910124540949603
153.55064245291138,20.095054425285596,0.0,13.754601031536756
88.90529839643153,45.39652648773843,22.77839640735202,15.54258430864808
230.76066002817777,25.47123736778599,49.94531731930189,18.249844053355755
134.41700081666377,18.259348910846953,43.081171950201316,12.488174697929232
76.17006858928153,14.156927706254045,41.45780891280687,9.050779184427718
119.45016400245827,18.773290283135186,31.63800226084937,11.91198830208737
182.4944146572381,17.500812848506108,30.707825853685392,14.558250940576642
98.64435902705168,25.794137134132406,16.173116271746444,12.299503101188751
76.45139585610238,25.64801125530508,45.773519194774906,11.225590683570921
167.9640794423476,23.309223679964514,39.72221013913307,14.978982732463475
168.07391788522102,29.751137628008482,41.26949193584197,16.19689830137046
103.51928082345712,40.941298038068965,19.097686613690755,15.375262448923964
106.60186599607061,37.36184905133921,0.0,14.861316005397772
166.96497015876213,1.218003216343682,54.448472911240856,10.753122287411028
22.718324741170676,0.0,20.12558060231011,3.957705296728979
26.205772510002745,37.135669431664404,11.763933766238036,11.127170644050405
85.36102004951324,2.9702127976563695,45.65701428208624,7.358011622071385
128.71715779618702,19.926950968694463,22.016505351292892,12.563570892162966
173.73523160894385,5.891555187547354,53.63795262110629,11.944906643679877
273.7080812986556,0.0,43.99153863094362,15.419401753112094
220.67621196814116,31.302993801664208,45.44119710682886,18.89246699579963
133.31109965266091,34.53503180011718,0.8053684835487722,15.549879145681127
145.40987799290912,14.70466009233384,56.948468535258655,12.30670705761665
60.9711070157509,0.0,36.24367626360481,5.6916079031011
145.45306884757932,15.154012913253824,22.51165320002254,12.429128123013184
122.25993299981072,29.081039302670195,33.6768030628638,13.981781239457229
174.74925554247324,1.3068821499821865,0.0,11.182613606801612
76.02121908525447,25.986309739518735,39.453894635833876,11.276239781633086
191.63059836298538,23.03669759081262,8.135708221324261,16.043464007807355
278.6346288459786,31.864630351953984,1.0947067250773692,21.69680791892732
137.70498051274046,25.039386911060895,0.0,13.961585018031192
181.5311531195512,8.817031119474946,54.78681823033768,12.852032314474721
206.2942853556798,41.02926875085437,16.849511141202633,20.097641679398727
112.59602279233448,20.91034168048908,63.95647426380736,11.967679105956494
166.28178888974574,22.858614712252887,18.884983091458203,14.838658463550981
148.12361095249224,9.407948701407822,0.0,11.491394636115482
155.42840684712965,16.68267300537716,6.237637565414101,13.190728420884614
80.67633534313676,10.127502946286421,57.46827269997176,8.480728621792018
149.14680229294683,20.696302850546704,27.158752693300748,13.638237206798623
189.79776298100725,48.67740916990317,18.613058859152453,20.78275855578343
271.6293262305038,2.8956455223303834,34.03897626810097,15.880510077949847
229.39996419271642,0.0,41.48213595430949,13.394259970780329
331.9023355363117,45.10618511793926,54.88940513695406,26.57520454856263
81.1624610001406,20.1562113092723,62.10031551273035,10.388882835282349
221.93492208738817,13.330404724139619,22.718735073770674,15.585273291555676
162.78318788710968,38.703266455172944,1.6745102310187399,17.683594436081655
335.0463585115489,14.272541647404358,21.549299025957417,20.94061244830373
77.64666799618381,50.37441777086188,36.222550464527316,15.951870791595331
74.9488225226217,33.329036047362045,9.564659766317202,12.642496121422116
95.58210217263101,16.020072428384985,9.708573139255627,10.32336233614139
0.0,55.293143376534445,38.041225921153945,13.323839118477691
101.90420412487032,14.271066123011709,29.494418882244627,10.262423224878567
81.86774508060367,34.281748378740126,31.26827332771171,13.116235683107865
159.95444368442216,27.707539829138327,14.035017697778716,15.468289493229149
176.38369830640423,42.59070452044379,25.53619020438773,19.014159410692926
308.11971459718006,46.44745876425445,10.425476784584827,25.785802692821647
228.6404128029471,23.739159494025103,49.94129366694219,17.826267194482824
97.51287721582568,12.078148649054791,53.100302734281605,9.623533997084078
69.90979449727759,30.093118632570473,0.0,11.811742493407072
189.27584479835332,13.202089229533858,10.310535410580297,14.079324296973892
33.69488625366081,53.15637626175936,0.0,14.502496408458086
304.28099368466957,25.291114006390426,16.397375196587326,21.61532315307808
248.30243084368908,17.840140639727196,28.736836092399603,17.635949831856493
106.76178269100157,26.005913259772775,0.0,12.727699769337622
0.0,3.263473043152384,10.47716466367229,3.5432820120535933
263.278178751823,8.838631777345713,8.689193055397258,16.64505429735644
137.20876905820873,41.086316223669854,35.06799657919281,16.927821129070544
253.31427416261755,13.51121599119475,32.06422402361123,17.045730685371552
10.154130994842774,7.720712415685968,14.83555148094481,4.84378383525314
95.58361513807333,31.231581010638322,34.40491473066087,13.165635264256377
147.4926938347693,40.867923323671974,18.648061717802356,17.37432325140501
151.07598299929285,33.938162610019006,24.637726353361792,16.225629069613333
108.40247265444049,38.052129921523424,66.9994785660453,15.004347301995029
200.51680528048666,12.028007734547513,59.74739299574949,14.321122868117229
55.3827633611631,2.1546483462426274,2.2509129920953477,5.877342481624607
134.81861804658695,45.55401424034363,48.62442772642132,17.64666719511169
157.3703895926445,18.47323400771394,48.225097909956204,13.57361537079852
191.20925322884563,19.539930069609127,5.546409211461469,15.367622036905193
208.13765190864802,42.983444972938145,48.38584785439622,20.517704842425132
50.48721207765901,31.52224080763014,64.048036126569,11.125857931121582
15.332299451614631,30.032478757844334,6.106522290549833,9.296254871800379
256.7364678013553,55.40737668070423,10.572053942855273,25.12332802445564
175.57306571525103,13.70980763216024,52.7172632283596,13.503944944453782
82.78176001194655,37.03946532761408,36.466793433908684,13.672584246967187
280.2154682668472,24.110462985884094,42.564392699882426,20.264236659161
156.97365738821964,27.25173831047508,37.971563405676015,15.221108597547348
248.2901591261214,45.956879058745756,39.06281832505154,22.925524256152066
152.8392476586072,30.803740566467376,1.6652664646445174,15.739225377994416
323.96643932827453,31.25597916592974,53.363135229979804,23.602425004187424
297.7459475003287,39.187311777079465,56.026056981615255,23.894985000589323
125.66787316253775,17.845616466154873,25.55818596107579,12.02795296404386
230.4559820199352,10.804414210221744,29.6071319947884,15.491864880069352
202.45075928764146,7.751917270863077,0.0,13.665445684658701
264.54531716842297,0.0,41.75375934571949,15.00239278173958
64.19973318955681,53.79211488490154,43.01262212094771,15.973770430337941
205.94292417089372,6.884875912577218,29.199565421209872,13.631505704498277
237.91272601546981,19.979089671086186,55.04086551313888,17.53643452356298
0.0,19.154205759123634,23.27825865570426,6.525881073885502
45.45474403196589,27.82800858184789,42.850338383219835,10.221067615143555
0.0,35.375094732470735,8.347116985061291,9.599496502058468
123.91278197074561,36.03928568282939,30.04106663617828,15.373033645622796
208.64654239503875,14.607160534637735,26.75680472555211,15.213652631643466
276.0262173800211,20.78277580621887,35.46089580604512,19.452517985925525
153.4038507878606,27.459410601910996,22.50621312731447,15.112935318068693
286.8660439156106,19.571730305746385,27.690708188210323,19.728341891024236
28.55494326786946,47.127953047327836,48.54416814155882,13.080365772745846
0.7999015169379504,30.55341141725179,21.041877281362225,8.7139009489046
142.27349473218032,34.174590257286994,0.0,15.892921492957045
180.01614581362654,33.10567170236172,68.6575244748723,17.347445601045635
144.23551737087334,40.68634243530724,60.64016458563098,17.147459762829396
